personCLASE,corpus,palabras,signal_mean_chroma_stft,signal_mode_chroma_stft,signal_mean_mfcc,signal_iqr_mfcc,zero_crossings,signal_mean_spectral_bandwidth,signal_mode_spectral_bandwidth,signal_mean_beats,signal_estimate_tuning,fftfreq_mean,fftfreq_mode,fftfreq_iqr,mean_SIGNAL_chroma_cq,signal_iqr_chroma_cq,signal_mean_y_harmonic,signal_median_y_harmonic,signal_mean_percussive,signal_mode_percussive,signal_median_stft,signal_iqr_stft,signal_median_spectral_bandwidth,mean_signal_spectral_contrast,signal_iqr_percussive
MALE,1,35,0.33716965,0.036955684,-9.65467,23.13339257,671,2527.670322,3089.860169,36.5,-0.19,-1.54E-05,-0.5,0.499984617,0.33399773,0.487812871,3.84E-05,0.001199776,0.000111991,-0.6278874,0.008283386,0.099059264,2031.933412,17.60142801,0.021645227
MALE,1,64,0.30388868,0.086285606,-10.947481,21.1537506,857,2191.516837,2383.552697,23,-0.02,5.86E-18,-0.49998711,0.49998711,0.2668903,0.337292263,3.60E-05,0.008295134,0.000124819,-0.002076883,0.009544673,0.12407307,2049.765112,20.47137062,0.019616145
MALE,1,37,0.3907944,0.054208156,-7.6856394,24.25379968,463,2283.453304,2480.392185,3,-0.12,-1.66E-05,-0.5,0.499983377,0.3046484,0.370665556,1.38E-05,0.002898328,0.000193499,-0.093595505,0.010863232,0.091886302,1992.24872,19.09264722,0.028019557
MALE,1,38,0.4959177,0.038820907,-7.2862015,20.11327863,1966,3113.065271,2588.013293,14,-0.32,-1.57E-18,-0.499979733,0.499979733,0.35432932,0.510363784,-0.000719781,0.000117854,0.000767048,-0.01644895,0.017491197,0.201777082,2615.054354,15.89817963,0.035746234
MALE,1,40,0.38028702,0.3535213,-14.367611,19.93214822,2502,2626.052174,2751.223642,16,-0.14,-1.38E-05,-0.5,0.499986191,0.28399995,0.350499431,9.99E-07,0.000185812,4.14E-05,-0.013946619,0.005333222,0.07158368,2336.694424,17.55229844,0.014212603
MALE,1,42,0.44275713,0.30918893,-4.8211904,19.9254458,1434,2695.013386,4513.960476,12,-0.2,-2.06E-05,-0.5,0.499979397,0.34369823,0.459157852,-0.000152546,-8.70E-05,-6.14E-06,-0.010649808,0.013775983,0.112351807,2633.369334,17.04706583,0.019833641
MALE,1,50,0.32754964,0.042404756,-10.515368,20.88613534,492,2247.620314,2337.7707,16.5,-0.17,0,-0.49998389,0.49998389,0.24280682,0.307390368,3.49E-05,0.002322645,6.16E-05,-0.007152334,0.006766344,0.073967702,1840.414976,19.66018228,0.020798639
MALE,1,96,0.3987033,0.45696673,-7.3281646,22.80517817,881,2582.033394,2324.722416,39,0.16,-7.54E-18,-0.499988953,0.499988953,0.24304903,0.297382845,7.78E-06,0.001602112,9.60E-05,-0.034499392,0.008667109,0.08266012,2259.379954,19.02782176,0.007385922
MALE,1,97,0.40605062,0.05904094,-5.7760816,21.66109419,1706,2862.936066,2997.08816,29,-0.07,-1.38E-05,-0.5,0.499986161,0.30938536,0.455760302,-2.01E-05,0.000664062,0.000131056,-0.03840934,0.032456417,0.265290465,2880.165065,17.86809608,0.021602957
MALE,1,94,0.3426342,0.08010722,-13.63511,19.28830522,1496,2579.347882,2315.168259,25,-0.32,-1.47E-05,-0.5,0.499985281,0.29729554,0.438668159,1.69E-05,0.000649598,4.10E-05,-0.004048369,0.007392125,0.106873111,2068.480423,17.93224551,0.015550271
MALE,1,52,0.30988926,0.45202607,-11.637619,20.16668385,603,2337.477689,2904.582036,16,0.18,-1.11E-17,-0.499975677,0.499975677,0.25957474,0.307452982,7.66E-06,0.00967749,3.00E-05,-0.008148584,0.00752951,0.134753204,2284.726247,19.42039891,0.015755062
CHILD,0,0,0.20869055,0.20013298,-20.335625,29.58461988,3404,2510.802235,2128.995267,3,0.16,-5.90E-06,-0.5,0.499994098,0.17153385,0.111638268,1.98E-05,0.000657663,4.98E-06,-0.003085727,0.006337594,0.047906445,2516.164688,23.84440643,0.00389309
CHILD,0,1,0.22319749,0.32206655,-21.102318,22.90369953,5019,2599.071676,2962.975552,3,0.16,-4.65E-06,-0.5,0.499995354,0.18366848,0.170868021,2.87E-05,0.001597701,1.94E-05,-0.06755308,0.012549949,0.083783057,2486.890805,23.29655141,0.00645881
CHILD,0,2,0.21628737,0.14964862,-22.678715,27.57722735,5384,3076.335015,2505.511624,33.5,0.29,-5.61E-06,-0.5,0.499994388,0.18560441,0.148156371,5.32E-06,0.000220296,1.46E-05,-0.009658805,0.006869007,0.048159708,2725.819879,24.2133336,0.002446978
CHILD,0,3,0.21940233,0.13691992,-20.429558,24.04119301,3435,2610.154599,2762.674741,3,0.31,5.43E-19,-0.499995226,0.499995226,0.22360945,0.253109598,-6.60E-06,0.002437691,2.14E-05,-0.13509761,0.006419435,0.048453527,2524.30195,24.30120514,0.003468137
CHILD,0,4,0.20188376,0.062864915,-20.288174,26.54802704,4631,3287.219416,3194.776239,46.66666667,-0.14,-5.18E-06,-0.5,0.499994818,0.1844768,0.122118933,2.71E-05,0.000631023,8.18E-07,-0.007180348,0.005139539,0.041310427,3097.273596,23.17532414,0.002061386
CHILD,0,5,0.2381072,0.40115207,-20.457664,27.89404631,3868,3026.820828,4419.063601,18.5,0.46,-5.63E-06,-0.5,0.499994372,0.17932977,0.151637471,-2.56E-05,9.63E-05,5.12E-05,-0.11582109,0.007631792,0.073332934,2975.767088,23.66633428,0.003339426
CHILD,0,6,0.23324494,0.015147466,-17.165306,30.18732309,2723,3178.974103,3955.608713,9,-0.13,-6.75E-18,-0.499993754,0.499993754,0.18218677,0.132725929,3.84E-05,0.000551367,5.99E-05,-0.063067265,0.009230154,0.099186909,2737.331376,22.98660123,0.007584937
CHILD,0,7,0.2002206,0.30043864,-16.530079,21.71695513,2705,2387.586091,5095.032169,32,0.11,-5.61E-06,-0.5,0.499994388,0.15951079,0.119652499,2.55E-05,0.003496492,9.75E-05,-0.03860918,0.009619429,0.083232924,2054.476516,22.04807851,0.008240345
CHILD,0,8,0.2486391,0.32196212,-14.87509,29.14635491,4202,2866.447947,3174.036175,34,0.17,-2.82E-18,-0.499994156,0.499994156,0.22094896,0.236738028,2.95E-05,0.001502431,3.70E-05,-0.023568837,0.025138468,0.193349961,2651.987058,24.75631761,0.017536635
CHILD,0,9,0.2409801,0.04412981,-24.140781,23.76760831,6639,2747.036509,3022.538428,15,-0.11,-1.07E-17,-0.499994715,0.499994715,0.26163962,0.411285673,7.84E-06,0.000117902,1.03E-05,-0.009914403,0.0070931,0.053325252,2435.206907,22.7075379,0.003327807
CHILD,0,10,0.29395735,0.63504344,-17.342125,25.29670739,5669,2623.236328,3455.303701,29,0.3,2.34E-17,-0.499994845,0.499994845,0.25679561,0.404312871,2.20E-05,0.001275693,4.28E-05,-0.13081624,0.022732008,0.148986315,2484.793834,22.17873811,0.014965532
CHILD,0,11,0.27802166,0.54634625,-21.248674,23.58241212,5497,2785.989021,5729.275231,4,-0.5,4.33E-18,-0.499995243,0.499995243,0.18898582,0.182757194,2.30E-05,0.005302706,1.48E-05,-0.018039862,0.010815509,0.068880998,2561.512112,23.91816155,0.004891759
CHILD,0,12,0.25078377,0.021969981,-18.753227,27.16679585,7448,2441.74754,2876.502605,4,-0.42,-5.15E-06,-0.5,0.499994852,0.24629994,0.381927897,1.24E-05,0.00082721,3.04E-05,-0.01521482,0.015539573,0.100492654,2346.35824,23.83249136,0.008724977
CHILD,0,13,0.2512711,0.21349835,-19.648264,24.38455307,3414,2367.488987,3055.622735,3,-0.17,-5.65E-06,-0.5,0.499994348,0.17896025,0.135605631,2.10E-05,0.000581037,-1.02E-05,-0.014990394,0.00626039,0.046297787,2360.022401,23.9098706,0.006283358
CHILD,0,47,0.19020516,0.31345078,-17.610157,29.21626753,2477,2421.161948,3058.569971,3,-0.02,-7.42E-06,-0.5,0.499992578,0.16396628,0.110256213,1.58E-05,0.012859393,4.52E-05,-0.04598542,0.016437493,0.153755205,2332.033516,25.56384748,0.018907333
CHILD,0,14,0.24106817,0.10329521,-17.322855,27.32380021,5416,2775.969857,3922.369114,15,-0.09,-4.85E-06,-0.5,0.499995152,0.22220682,0.238405247,3.31E-05,0.000510514,1.16E-05,-0.06893668,0.020707782,0.154831267,2488.248349,23.58125946,0.013151677
CHILD,0,98,0.2002206,0.30043864,-16.530079,21.71695513,2705,2387.586091,5095.032169,32,0.11,-5.61E-06,-0.5,0.499994388,0.15951079,0.119652499,2.55E-05,0.003496492,9.75E-05,-0.03860918,0.009619429,0.083232924,2054.476516,22.04807851,0.008240345
CHILD,0,16,0.22758165,0.13664524,-18.111296,31.42774808,2914,2271.497443,3304.203088,15,0.29,-1.80E-17,-0.499993997,0.499993997,0.17453602,0.154708427,3.86E-05,0.015680617,2.46E-05,-0.014287714,0.00625394,0.046398802,2130.672677,24.05973786,0.007889781
CHILD,0,17,0.26816282,0.3234372,-18.900324,24.07380021,5233,3058.660662,5588.772201,51.5,-0.47,1.82E-17,-0.49999523,0.49999523,0.20631073,0.197929437,3.55E-05,0.000584013,2.83E-05,-0.04359069,0.006965342,0.069946347,2516.153908,21.48041142,0.004777555
CHILD,0,18,0.21286532,0.49539715,-18.447262,25.97297776,5666,2335.803227,3979.150282,104,0.03,-4.11E-06,-0.5,0.499995894,0.19083548,0.170680542,1.54E-05,0.001128865,1.26E-05,-0.057001878,0.007045457,0.076642273,2212.360773,23.5312064,0.00436935
CHILD,0,19,0.23171064,0.617638,-16.798342,22.33134472,3605,2607.434119,3874.938017,27,0.15,-5.27E-06,-0.5,0.499994728,0.18184465,0.160285342,5.30E-05,0.000962728,9.45E-05,-0.05981188,0.010779593,0.067688006,2073.708479,21.49419768,0.006845995
CHILD,0,20,0.20693547,0.038646027,-17.385138,24.89665675,3405,2703.980918,6839.724957,40.5,-0.43,-4.47E-06,-0.5,0.499995533,0.1831835,0.164595244,5.62E-05,0.001129243,6.13E-05,-0.023518711,0.008807698,0.045323733,2334.832473,23.27785104,0.004852073
CHILD,0,21,0.25379196,0.4351338,-16.836882,33.38054347,7549,2717.397015,4507.241949,4,0.03,-5.71E-06,-0.5,0.499994289,0.24608907,0.542203187,4.13E-06,0.000903344,6.71E-05,-0.019616669,0.024490172,0.174298947,2432.623324,22.76995211,0.009055584
CHILD,0,22,0.19358812,0.801327,-18.14069,26.62405109,3728,2893.951766,6862.273273,4,0.28,2.90E-17,-0.499994907,0.499994907,0.18035862,0.125922095,1.56E-05,0.006009726,2.12E-05,-0.37001052,0.01793332,0.090180644,2840.442325,24.72158549,0.005584919
CHILD,1,99,0.2509806,0.060770996,-14.056727,25.50771022,2594,2698.986984,3409.937029,4,0.22,-9.43E-06,-0.5,0.499990567,0.2311499,0.217325268,-6.36E-05,0.000870058,0.000158897,-0.11486717,0.029441692,0.280194786,2696.451189,23.30987865,0.044238379
CHILD,1,100,0.27496403,0.07461952,-15.237597,29.4263165,3503,3221.297598,1720.833661,3,-0.16,-1.51E-18,-0.499986709,0.499986709,0.22780687,0.246517733,0.000104539,0.002994343,-7.46E-05,-0.32058957,0.07211098,0.510837476,3176.190482,22.15145933,0.059507189
CHILD,1,101,0.26641735,0.10787458,-19.0038,26.66253918,3656,2508.937354,2505.815596,18,0.18,-1.52E-17,-0.499991881,0.499991881,0.24133898,0.27444181,1.18E-05,0.000165139,9.49E-06,-0.025114626,0.015487681,0.118873677,2290.977605,22.82788744,0.026194594
CHILD,1,102,0.29521206,0.06604807,-19.59199,21.71020949,2220,2961.763825,2215.396364,23,-0.28,-1.14E-05,-0.5,0.499988575,0.29766577,0.432797391,3.56E-07,3.56E-05,5.35E-05,-0.09629854,0.004161276,0.045052864,2473.789589,19.93163186,0.008954345
CHILD,1,103,0.21250905,0.20011991,-21.30072,24.78163725,3165,2269.508302,2216.486649,28,-0.47,2.72E-18,-0.499992035,0.499992035,0.2200528,0.232304736,2.43E-05,-0.001360664,1.08E-05,-0.07982143,0.009970943,0.114345336,2192.073747,25.64165217,0.025357613
CHILD,1,104,0.27228165,0.24133119,-19.283146,36.78027606,2763,2503.123179,3177.267612,8,0.33,-1.36E-05,-0.5,0.499986408,0.24467705,0.305100407,2.65E-05,0.001238906,1.80E-05,-0.0252478,0.03456257,0.320775873,2525.980081,24.40223856,0.057228785
CHILD,1,105,0.24192654,0.05129346,-14.077189,28.53187537,2007,2555.710164,5408.07666,4,0.13,7.52E-18,-0.499983474,0.499983474,0.24421869,0.321370087,4.89E-05,0.000136209,5.88E-06,0.003638888,0.022112947,0.206259777,2459.269613,23.690942,0.030954744
CHILD,1,106,0.23990689,0.12028399,-21.533495,27.94249046,3012,2451.464696,3877.287512,8,0.12,-7.92E-06,-0.5,0.499992078,0.20177832,0.216755916,2.20E-05,-0.001644479,1.51E-05,-0.1107553,0.007929646,0.069148451,2325.638975,24.8732964,0.012933701
CHILD,1,107,0.24583784,0.29400986,-18.458633,26.20833015,3680,2657.476516,3498.435524,15.5,0.22,5.29E-18,-0.499992239,0.499992239,0.22616379,0.257601277,3.28E-05,0.000301835,5.61E-05,-0.02911695,0.03321942,0.262418829,2564.884626,24.31499373,0.032704695
CHILD,1,108,0.31081185,0.34834018,-20.691133,26.5608902,3980,2400.975085,3276.511651,3,-0.34,-1.01E-05,-0.5,0.499989888,0.31193072,0.417542256,2.83E-05,-0.00028551,-2.29E-05,-0.15878837,0.023980377,0.213394366,2327.330688,23.7298304,0.034457888
CHILD,1,109,0.2602056,0.118717,-18.553734,29.27636433,5218,2656.340765,3902.038922,23,0.28,-8.38E-06,-0.5,0.499991618,0.24376628,0.2916187,6.28E-05,0.0014169,4.07E-05,-0.04133058,0.023807408,0.169506371,2548.479995,22.42812065,0.027053304
CHILD,1,77,0.3378624,0.2767425,-15.969864,30.31995702,5591,3274.769733,3318.122881,15.5,0.04,-7.17E-18,-0.4999878,0.4999878,0.31555924,0.483079439,5.00E-05,0.000653469,5.14E-06,-0.009850514,0.080695644,0.452835111,3234.585128,20.62265502,0.035149769
CHILD,1,110,0.32040232,0.028685605,-18.90803,28.75043857,4139,2915.474023,3555.879587,15,-0.36,-1.18E-05,-0.5,0.499988218,0.31559753,0.442445578,-5.97E-05,-0.000353563,-1.08E-05,-0.0471721,0.027062805,0.252069266,2709.868817,21.53116197,0.040250222
CHILD,1,111,0.21672145,0.26902923,-18.826054,25.22515303,1252,2342.493319,3464.538333,9,-0.08,-1.77E-05,-0.5,0.499982348,0.20359385,0.159628396,-1.22E-05,0.003861485,4.94E-05,-0.004681233,0.018326443,0.169541667,2161.2258,23.92549093,0.021644957
CHILD,1,112,0.25944373,0.18205447,-16.025219,35.96531844,5366,2994.72283,3034.831875,19.5,0.1,-7.99E-06,-0.5,0.499992009,0.22414744,0.24345648,-5.73E-05,0.001680669,0.000111398,-0.10782089,0.038713563,0.327318538,2997.390454,23.37748427,0.021842935
CHILD,1,113,0.29344445,0.18620424,-22.175098,24.18768048,3970,2519.463883,2795.280804,17,0.2,-1.14E-17,-0.499990878,0.499990878,0.26268774,0.339874437,1.60E-05,-0.000113411,7.13E-06,-0.04088159,0.007469362,0.084724586,2338.839544,23.7963806,0.021665104
CHILD,1,62,0.27764517,0.22522093,-17.36456,28.54119003,3339,2904.235351,3729.56463,3,-0.35,-1.16E-05,-0.5,0.499988383,0.26123673,0.327307646,4.01E-05,-0.001204958,-7.47E-06,-0.012279478,0.03700131,0.271393255,2698.706319,22.50306578,0.033049044
CHILD,1,114,0.30383527,0.08195243,-16.14467,28.14064217,5535,2689.921132,2819.260039,4,-0.38,-8.69E-06,-0.5,0.499991315,0.32040778,0.465251894,3.69E-05,0.000484296,1.42E-05,-0.069465764,0.02952649,0.32275961,2698.941417,20.95273134,0.036107149
CHILD,1,115,0.25235555,0.022887256,-18.775427,27.82785559,2975,2840.925129,2024.772466,20,-0.05,-1.20E-17,-0.499989479,0.499989479,0.28821048,0.426607315,3.47E-05,7.54E-05,4.83E-06,-0.21201414,0.006048608,0.090040574,2325.847338,20.26471142,0.013912969
CHILD,1,116,0.2986487,0.691582,-12.123833,31.90890932,3277,2723.609682,5259.105405,23,0.1,-1.05E-05,-0.5,0.499989507,0.31423566,0.408346917,0.00018957,0.000190274,-0.000180073,-0.19069795,0.0273312,0.291585317,2424.584718,20.53158382,0.057495035
CHILD,1,117,0.31382328,0.039606873,-12.679173,35.74388385,4586,2980.299111,2028.627019,24,-0.37,-5.00E-18,-0.499988276,0.499988276,0.35374045,0.523300808,6.58E-05,0.001831282,-2.67E-05,-0.13477363,0.07252665,0.466276181,2893.603461,21.14897578,0.063367864
CHILD,1,118,0.2985949,0.20587829,-22.451403,30.67754197,7647,3123.975842,2837.698402,4,-0.23,6.30E-18,-0.499992079,0.499992079,0.23327458,0.287962621,1.07E-05,0.000561719,8.29E-06,-0.11138583,0.023313023,0.142274501,3099.377287,24.7418362,0.015890804
CHILD,1,119,0.34512088,0.10831642,-16.313082,27.31940734,5303,3249.057694,3808.220912,20,-0.29,-5.84E-19,-0.499988253,0.499988253,0.38651118,0.634621372,3.81E-05,-0.000426574,0.000403124,-0.025868962,0.06328991,0.472985819,2772.18237,21.18229103,0.032261569
CHILD,1,120,0.30652225,0.22336425,-22.370035,26.67210996,4276,2912.960199,4016.498055,3,-0.28,-1.07E-05,-0.5,0.499989311,0.25258172,0.308708764,7.47E-06,0.000916742,4.08E-06,-0.065631345,0.028407518,0.153018795,2822.685997,23.7745334,0.015064176
FEMALE,0,0,0.29289567,0.105364844,-15.717575,24.26474285,2027,2373.693015,2572.162051,18,0.29,-4.66E-18,-0.499986326,0.499986326,0.34952226,0.493641075,-2.62E-06,0.001146056,4.91E-05,-0.1817854,0.0203652,0.190085418,2008.62283,20.07611923,0.054845734
FEMALE,0,1,0.25488445,0.15888393,-17.797808,32.33551192,4803,2434.690619,2032.17005,15,-0.13,-1.37E-05,-0.5,0.499986258,0.32664883,0.60034017,5.46E-05,-0.000265222,-5.34E-06,-0.002935225,0.012449361,0.121552261,2265.581987,20.36238949,0.016220313
FEMALE,0,2,0.29849038,0.1748279,-15.315304,27.6228621,3752,3108.38673,2134.991408,4,-0.44,-1.17E-17,-0.499982874,0.499982874,0.28072113,0.405532512,7.51E-05,0.000216924,3.90E-05,-0.060085546,0.019278433,0.227857821,3043.371004,19.76507464,0.021559395
FEMALE,0,3,0.26425815,0.3002667,-14.990584,26.01611096,924,2537.980897,2003.925075,3,-0.45,-1.16E-17,-0.499979943,0.499979943,0.27122378,0.369461962,1.56E-05,0.001997893,3.51E-05,-0.008379885,0.027747946,0.231796841,2625.371024,20.22173018,0.029936199
FEMALE,0,4,0.26693037,0.16541255,-18.63619,28.9714725,2540,2684.113125,1916.723849,3,-0.16,7.76E-18,-0.499986348,0.499986348,0.30677822,0.49450469,-1.47E-05,0.001243383,5.76E-05,-0.111985415,0.027482323,0.241987724,2688.310859,21.96960975,0.033216889
FEMALE,0,5,0.29290035,0.046681195,-14.635727,22.28842491,2811,2649.809847,4311.807461,13,0.33,4.72E-18,-0.499986172,0.499986172,0.27870655,0.356590672,4.57E-05,0.000777352,4.10E-05,-0.068327606,0.022423243,0.247221594,2535.804499,21.17061432,0.036710616
FEMALE,0,6,0.27883175,0.10211805,-14.014425,25.62890339,1042,3179.877644,3498.97181,25,-0.27,-1.54E-05,-0.5,0.499984581,0.30975124,0.461037185,4.11E-05,0.000342494,0.000118631,-0.026468145,0.015847787,0.207804231,2972.682383,19.52963794,0.018787632
FEMALE,0,7,0.31120378,0.008023689,-13.79314,24.32481295,1143,2745.408617,4723.600327,4,-0.31,-1.74E-05,-0.5,0.499982569,0.319444,0.435148669,5.51E-05,0.000507673,5.65E-05,0.001692905,0.01914598,0.228462103,2740.410086,19.09313448,0.039065815
FEMALE,0,8,0.33197707,0.30645576,-13.891653,23.38368404,2309,3049.771149,3551.267314,26,0.03,-1.69E-05,-0.5,0.499983088,0.34880832,0.594507601,7.62E-05,0.00040992,1.87E-05,-0.86356735,0.028362183,0.426513633,2865.779629,19.69306032,0.035644991
FEMALE,0,9,0.33661386,0.035439823,-13.608498,23.92957306,3586,2801.337517,2514.726931,14,-0.26,-9.98E-18,-0.499984984,0.499984984,0.37843347,0.57587946,5.36E-05,0.00119185,8.00E-05,-0.11623154,0.027369767,0.320049256,2899.863038,18.1379166,0.038415087
FEMALE,0,10,0.29221374,0.038112883,-15.679037,25.93080008,1124,2582.195789,3251.259282,22,-0.46,-1.61E-05,-0.5,0.499983891,0.26598397,0.373373291,7.66E-06,0.0056039,3.36E-05,-0.002205209,0.022277528,0.292356683,2547.861454,20.7176487,0.024464189
FEMALE,0,11,0.31613263,0.2952612,-14.691202,26.23213899,2529,2616.80308,4485.636658,4,-0.34,-1.28E-05,-0.5,0.499987214,0.2599937,0.320208183,0.000113271,0.001164698,-5.73E-05,-0.13054174,0.03328789,0.273153986,2348.862184,20.93918416,0.042842287
FEMALE,0,12,0.31046972,0.30212706,-14.215498,24.06538004,7182,2552.132256,3237.92574,3,0.09,-1.01E-05,-0.5,0.49998991,0.28263143,0.460387198,3.51E-05,0.001355607,0.000101782,-0.08902968,0.044364657,0.457159613,2513.834466,20.46857864,0.05742167
FEMALE,0,13,0.20810264,0.08562071,-16.390331,27.39067936,1324,2209.924032,2510.338427,3,0.47,-1.67E-05,-0.5,0.499983299,0.22057879,0.228354797,1.87E-05,-0.002757773,2.68E-05,-0.14359142,0.021312807,0.178777002,2095.751149,21.38794101,0.032454934
FEMALE,0,47,0.24000414,0.24484415,-14.420287,35.08071566,897,2750.125611,3641.181017,3,0.3,-2.70E-05,-0.5,0.49997297,0.22157346,0.24837881,2.98E-05,0.007721528,0.000170444,-0.040745813,0.04458584,0.435678622,2796.261066,21.73296211,0.054792962
FEMALE,0,14,0.3168706,0.038474124,-13.995149,25.9620676,3512,2837.564611,2546.991543,14,-0.23,-7.41E-18,-0.49998696,0.49998696,0.3206197,0.493221164,3.39E-05,0.000115951,8.26E-05,-0.087538116,0.033510745,0.411029486,2550.135008,19.72808964,0.041333683
FEMALE,0,15,0.29794627,0.013780525,-12.70554,26.59178877,1191,3128.43701,3495.800506,8,0.28,-1.96E-05,-0.5,0.499980423,0.35183665,0.525857884,5.53E-05,0.000139247,0.000132188,-0.059278514,0.026366355,0.220507606,2999.314281,19.4872549,0.01912996
FEMALE,0,16,0.25286493,0.03249552,-15.7643585,25.58063038,732,2273.770889,3310.128995,3,-0.34,1.16E-17,-0.499983058,0.499983058,0.2370745,0.308274806,2.99E-05,0.006188664,0.000168811,-0.103713244,0.014800458,0.135714666,2268.046235,21.92618778,0.02394149
FEMALE,0,17,0.2751963,0.02588353,-15.771133,25.68004513,1111,2820.008646,2592.929666,16.5,-0.1,-1.93E-05,-0.5,0.499980701,0.35479668,0.548556469,4.82E-05,0.00063869,5.96E-05,-0.8794487,0.017341714,0.189901487,2619.841141,19.21409652,0.029734111
FEMALE,0,18,0.3310927,0.5654626,-12.170118,23.83720767,2382,2587.421036,4244.995824,18,-0.25,1.81E-17,-0.499986144,0.499986144,0.2924446,0.44822384,0.001359018,0.003154614,-0.001233303,-0.116646565,0.037949245,0.27030655,2146.613796,19.96692598,0.052154809
FEMALE,0,19,0.27976552,0.4780662,-14.988979,25.06521165,1294,3253.07003,3865.59689,10,0.26,-3.62E-18,-0.499984066,0.499984066,0.31789133,0.453177815,0.000140376,0.000271059,-4.28E-05,-0.5567631,0.008668026,0.102480064,2536.224737,19.2137066,0.032078946
FEMALE,0,20,0.30934086,0.4059684,-12.943769,22.92332971,845,2818.673279,2734.925577,17.5,-0.13,-1.78E-05,-0.5,0.499982229,0.3814224,0.516969811,0.000107706,0.000945832,-3.75E-05,-0.07163639,0.014391806,0.111400255,2484.534471,18.70710537,0.025473034
FEMALE,0,21,0.24925281,0.15028718,-14.205475,42.13650656,5050,2569.310336,3796.49555,4,0.17,-1.57E-05,-0.5,0.499984313,0.32358634,0.603261257,4.16E-05,0.002683847,5.84E-05,-0.10112366,0.070813105,0.583425804,2420.631504,22.00330829,0.066654949
FEMALE,0,22,0.28503117,0.19621769,-14.314516,20.98547582,801,2490.323914,3306.142676,3,-0.46,-2.07E-05,-0.5,0.499979284,0.30197114,0.374658125,5.25E-05,0.009070442,5.14E-05,-0.012897749,0.030677805,0.279458388,2586.577068,20.98756684,0.049711173
FEMALE,1,100,0.3189816,0.10980219,-11.294347,23.92032015,4919,2960.814246,1757.989221,11,0.38,-1.75E-05,-0.5,0.499982546,0.27950242,0.392900022,6.78E-05,0.002834597,9.30E-06,0.032730024,0.15038377,1.129621006,2780.709809,19.1921385,0.092192883
FEMALE,1,121,0.28123105,0.019221734,-16.12134,25.15372664,3595,2445.950369,2958.687894,3,-0.26,-6.35E-19,-0.499988837,0.499988837,0.2467923,0.310120605,2.99E-05,0.001871044,3.10E-05,-0.13878827,0.023653314,0.271350104,2335.900037,20.59513163,0.041965246
FEMALE,1,102,0.3449999,0.31024927,-12.808161,21.56977403,1278,3081.042124,1519.651006,17,-0.47,-1.07E-17,-0.499986616,0.499986616,0.30000392,0.439776514,6.47E-06,0.000200455,0.000109837,-0.10107318,0.018939737,0.158514923,2814.523002,18.32066297,0.031446457
FEMALE,1,103,0.26674378,0.06955782,-14.156591,22.99977431,990,2481.86487,3251.251362,4,-0.41,-1.19E-05,-0.5,0.499988058,0.2432875,0.333694188,3.42E-06,0.008817881,9.79E-05,-0.037706513,0.020096537,0.159572879,2401.912752,19.91344039,0.02710374
FEMALE,1,104,0.25473836,0.011576757,-14.811902,24.84358582,712,2559.878669,4138.739531,5,0.1,-1.01E-17,-0.499980296,0.499980296,0.29358807,0.389299038,1.34E-05,0.008586678,0.000102327,-0.19263779,0.02200377,0.22531739,2695.75066,21.23049214,0.036622287
FEMALE,1,105,0.24530256,0.018037783,-12.742463,26.02777362,542,2759.573529,2780.660044,9,0.15,0,-0.499978195,0.499978195,0.2532175,0.326461829,2.11E-05,0.015339828,0.000133436,-0.021221796,0.025514264,0.339690642,2851.017828,19.88826946,0.038685609
FEMALE,1,106,0.2709064,0.011187598,-15.299298,20.87427789,778,2740.50463,4378.900231,9,0.21,9.56E-18,-0.499978982,0.499978982,0.25847486,0.357825555,3.94E-06,0.007750842,5.21E-05,-0.658174,0.012106767,0.258623026,2702.034619,20.43592607,0.029957609
FEMALE,1,122,0.27260897,0.28874275,-14.298313,24.29879427,633,2432.538387,4113.433071,3,-0.06,-2.09E-05,-0.5,0.499979078,0.3133399,0.487935454,1.78E-05,0.007854175,0.000148426,-0.029158155,0.026578233,0.248642152,2196.381039,20.1477211,0.036419732
FEMALE,1,107,0.28923547,0.24813406,-15.180965,26.38981092,823,2233.764476,4013.598397,15,-0.12,-7.83E-18,-0.499982779,0.499982779,0.24371867,0.296754319,1.34E-06,0.012072277,7.78E-05,0.018594025,0.02140499,0.25632156,2071.480372,20.8818428,0.060431737
FEMALE,1,123,0.3137979,0.2144299,-12.339109,26.11175632,1711,2578.087106,2683.112177,25,-0.17,2.16E-17,-0.499985665,0.499985665,0.32564062,0.55388214,-5.69E-05,0.004683588,0.000169489,-0.055839285,0.03186288,0.318438428,2731.631607,20.90614173,0.021315143
FEMALE,1,111,0.27192232,0.17623068,-12.21286,21.31473526,730,2744.055773,3714.135698,,-0.02,-4.08E-18,-0.499980848,0.499980848,0.27674013,0.379184775,2.75E-05,0.01927788,8.39E-05,-0.009708225,0.04756886,0.394395771,2775.036552,20.44618238,0.044603969
FEMALE,1,124,0.30512506,0.13278304,-15.273679,28.53298557,914,3077.670705,4336.920491,5,0.13,-2.12E-18,-0.499981326,0.499981326,0.33223718,0.464625448,3.58E-05,0.000377412,3.49E-05,0.02136328,0.01155186,0.131398455,2554.21063,19.40783575,0.026961641
