personCLASE,corpus,palabras,signal_mean_chroma_stft,signal_mode_chroma_stft,signal_mean_mfcc,signal_iqr_mfcc,zero_crossings,signal_mean_spectral_bandwidth,signal_mode_spectral_bandwidth,signal_mean_beats,signal_estimate_tuning,fftfreq_mean,fftfreq_mode,fftfreq_iqr,mean_SIGNAL_chroma_cq,signal_iqr_chroma_cq,signal_mean_y_harmonic,signal_median_y_harmonic,signal_mean_percussive,signal_mode_percussive,signal_median_stft,signal_iqr_stft,signal_median_spectral_bandwidth,mean_signal_spectral_contrast,signal_iqr_percussive
FEMALE,0,22,0.30980575,0.2231158,-9.746362,24.24100685,913,2723.696578,3095.548313,19,-0.2,-2.05E-05,-0.5,0.499979464,0.2929437,0.360860767,-6.45E-06,0.004515284,9.51E-05,0.001622579,0.03405074,0.234158641,2524.411253,19.08216397,0.040138345
FEMALE,1,23,0.2999138,0.32477033,-12.561697,22.16872072,784,1950.251158,3094.776586,19,-0.19,-1.22E-05,-0.5,0.499987751,0.23190409,0.307419264,1.70E-05,0.000727317,3.96E-05,-0.077737816,0.014012663,0.104746064,1874.324603,22.61755174,0.030146403
FEMALE,1,24,0.32575604,0.09908783,-7.8752,22.24093413,2466,2620.541027,3385.996324,22,-0.49,7.82E-18,-0.499985136,0.499985136,0.2934679,0.388942795,3.05E-05,0.001324693,0.000102032,-0.001380734,0.020866781,0.196094853,2376.324147,18.60839983,0.044541521
FEMALE,1,27,0.32103696,0.0555152,-10.372991,23.90005136,2380,2530.756768,3841.669816,31,0.36,1.50E-17,-0.499988281,0.499988281,0.26779822,0.325107705,8.65E-06,0.000991464,7.58E-05,-0.11510429,0.021596389,0.173296324,2511.426716,20.06206516,0.029235532
FEMALE,1,68,0.2679362,0.008126764,-14.991179,23.96456116,761,2197.543599,4807.613021,18,-0.37,-1.85E-05,-0.5,0.499981514,0.2689165,0.363403718,7.49E-06,0.002375613,9.31E-05,-0.04806639,0.01690971,0.130439336,2068.451519,21.98875048,0.029281599
FEMALE,1,29,0.39092362,0.18545556,-10.316359,22.53176498,2074,3427.276179,3788.476164,4,-0.25,2.17E-17,-0.499984099,0.499984099,0.31755155,0.531611545,-6.08E-06,-0.000149179,7.37E-05,-0.27869064,0.012405483,0.142729343,2724.140732,17.5368405,0.039371489
FEMALE,1,77,0.31552005,0.4429319,-13.347521,20.90392482,3883,3145.182248,2934.383442,16,0.14,-1.34E-05,-0.5,0.499986583,0.26322114,0.353236306,-0.000152795,-0.000136332,0.000189036,-0.010061917,0.017196039,0.24715473,2676.686308,18.80184157,0.049396852
FEMALE,1,48,0.42305568,0.069867134,-13.99513,22.70617819,2261,3560.43848,2892.221262,25,-0.39,6.09E-18,-0.49998661,0.49998661,0.29647127,0.498696717,-8.36E-05,6.24E-05,6.18E-05,0.000462566,0.007406667,0.070972668,2864.456527,17.15041369,0.010551709
FEMALE,1,78,0.29114953,0.121861376,-8.940244,26.43832755,748,3102.884561,3186.709283,27,0.03,-1.63E-05,-0.5,0.499983718,0.29093987,0.436521295,-1.66E-05,0.01127916,0.000193786,-0.008783344,0.05391229,0.394177339,3185.389959,21.44696539,0.039968396
FEMALE,1,70,0.31451827,0.09496967,-13.566222,22.17768276,1735,2977.66849,1722.880005,3,-0.28,-5.59E-18,-0.499987709,0.499987709,0.2624352,0.341535429,-6.26E-06,0.000563026,0.000170141,-0.054658156,0.01423094,0.192939971,2664.65697,19.93959909,0.026109103
FEMALE,1,34,0.30844,0.005881924,-12.165164,25.84211063,2036,2924.228264,4832.146479,12,-0.03,-1.01E-05,-0.5,0.499989899,0.22349401,0.29390099,3.92E-05,0.001577953,8.39E-05,-0.02278679,0.014672902,0.158148706,2840.493387,19.51241256,0.015584503
FEMALE,1,49,0.28133273,0.102896124,-11.342077,22.39382243,727,2350.066009,3814.091595,21,-0.36,4.83E-18,-0.499985828,0.499985828,0.22010957,0.229634376,-2.26E-05,0.017536007,0.000112439,-0.019186968,0.022511143,0.194670929,2331.612787,21.99503269,0.025387594
FEMALE,1,79,0.32424572,0.15655614,-9.95036,23.89468908,2078,2260.751922,5485.058374,17.5,-0.13,-1.41E-05,-0.5,0.499985941,0.25331646,0.28513252,2.40E-05,0.000669812,3.50E-05,-0.012477319,0.025647435,0.156946956,2065.786387,20.69300464,0.025807759
FEMALE,1,45,0.35417143,0.017361784,-10.02094,23.85622358,3343,3334.759036,4879.079278,23,-0.26,-5.94E-18,-0.499987898,0.499987898,0.23651895,0.319894702,-1.17E-05,0.000260279,8.07E-05,-0.024937129,0.028642489,0.258065429,3047.014605,19.29928455,0.024364975
FEMALE,1,51,0.33792692,0.08040177,-10.019655,22.90304255,1764,2995.307785,3797.725247,23,0.17,-1.35E-05,-0.5,0.499986496,0.260148,0.302813303,-5.89E-05,0.000283723,0.000194292,-0.03793959,0.012576964,0.178224994,2619.075936,18.79737529,0.026393245
FEMALE,1,80,0.361645,0.4822683,-10.481082,23.80948853,1451,2747.55115,3413.31308,4,-0.37,-1.40E-17,-0.499987672,0.499987672,0.2608838,0.337569175,-0.00010127,0.002860448,7.44E-05,0.001290856,0.02337091,0.186384573,2619.428929,20.09934148,0.01140951
FEMALE,1,71,0.31320053,0.044952095,-11.64499,25.95561421,2110,2479.855603,2981.29153,13,-0.35,1.43E-17,-0.499984319,0.499984319,0.2789496,0.444150554,-6.12E-06,0.000177254,4.81E-05,-0.021185862,0.014095046,0.165660015,2098.104733,20.42064243,0.040379414
FEMALE,1,54,0.30545247,0.06955837,-11.057664,25.11331725,3074,2863.146488,2345.423052,19.5,0.17,0,-0.499987733,0.499987733,0.23465636,0.288594578,0.000127797,0.000600404,-3.34E-05,-0.00768351,0.024171842,0.200290438,2303.706663,19.62348647,0.032708963
FEMALE,1,73,0.3172262,0.00273139,-9.873791,24.72326732,2487,2527.072273,5401.469373,18,-0.38,1.34E-17,-0.49998805,0.49998805,0.2830343,0.336036289,-2.26E-05,0.000247803,8.67E-05,-0.044664163,0.020495478,0.238073372,2421.43392,19.36967065,0.055960387
FEMALE,1,81,0.30935398,0.17122817,-10.356417,24.80051363,2592,2367.728152,2569.942336,16.5,0.23,-1.33E-05,-0.5,0.499986742,0.27665237,0.387804695,-9.05E-06,0.001395322,3.45E-05,-0.09357395,0.026746865,0.198794499,2346.479555,20.35544664,0.047488712
FEMALE,1,82,0.29972798,0.2594159,-11.455832,23.95006782,910,2675.496729,2631.478638,18,0.1,-5.12E-18,-0.499981988,0.499981988,0.24510817,0.332540479,5.25E-05,0.008183623,5.12E-05,-0.7890541,0.021440215,0.14712079,2439.291078,21.24325479,0.015898162
FEMALE,1,74,0.27432048,0.4172546,-10.409241,21.21844256,955,2133.964465,4329.292856,42,0.06,-1.18E-05,-0.5,0.499988155,0.19731297,0.18411217,1.92E-05,0.011359032,2.04E-05,-0.11248871,0.02189795,0.160784035,2074.179563,21.77867316,0.019486842
FEMALE,1,58,0.2988092,0.054877967,-11.638396,24.09733534,1881,2774.23594,3845.273515,21.5,0.07,1.15E-17,-0.499987318,0.499987318,0.24762052,0.336765113,5.99E-05,0.007975538,3.33E-05,-0.1180442,0.03265529,0.275815149,2711.330899,21.02922505,0.040878413
FEMALE,1,46,0.32117334,0.029946415,-10.224276,23.28392398,580,2104.210007,1958.779351,6,-0.07,-1.48E-05,-0.5,0.499985223,0.29096973,0.371387381,-5.17E-05,0.000226551,0.00018086,-0.039951228,0.008576831,0.048623769,1739.509055,19.68945866,0.025314937
FEMALE,1,59,0.28296113,0.27443117,-12.137161,23.20194173,963,2514.317128,3445.225659,18.5,-0.24,2.24E-18,-0.499984985,0.499984985,0.2303537,0.253769614,-9.62E-05,0.000949834,9.23E-05,-0.00518101,0.011812563,0.142030993,2067.110445,21.36216754,0.024779063
MALE,0,0,0.44451326,0.25085583,-2.6450047,28.77664638,1419,2320.339321,2502.676941,4,-0.41,-1.70E-05,-0.5,0.499982968,0.52176577,0.39055872,-0.000117718,0.002423405,0.000172066,-0.07767259,0.019551711,0.183062004,1795.985223,18.12812935,0.065827651
MALE,0,1,0.43153962,0.257775,-2.2603865,23.94398546,3836,2320.695403,3626.442003,4,-0.26,-1.08E-05,-0.5,0.499989176,0.3274196,0.442076573,8.24E-05,0.004881296,0.00035222,-0.13566841,0.037789628,0.476836402,2147.967267,19.72699411,0.050182474
MALE,0,2,0.40581837,0.3117074,-5.5590973,24.43523526,3562,2710.056837,2067.906731,18,-0.48,-1.26E-05,-0.5,0.499987378,0.41506568,0.490946952,0.000207135,0.001595735,0.00050625,-0.07123241,0.021849902,0.288530199,2155.220542,17.45145315,0.042727134
MALE,0,3,0.41871822,0.29175043,-5.1770306,24.49475777,948,2178.743053,3319.149703,3,-0.27,-1.47E-05,-0.5,0.499985285,0.41480368,0.550760357,3.24E-05,0.002322195,0.000677633,-0.017873337,0.019551571,0.117514782,2260.692411,18.69073974,0.046860462
MALE,0,4,0.39025855,0.29196188,-3.5490468,28.35086989,969,2229.284444,2580.701225,7,0.3,-1.46E-05,-0.5,0.499985389,0.44748336,0.512293302,-1.80E-06,0.002092517,0.000171138,-0.069583006,0.01766989,0.145272399,2098.313418,19.16548256,0.039102473
MALE,0,5,0.44347322,0.3579118,-4.5980606,24.37630653,3680,2410.178251,3584.271479,18.5,0.49,-1.34E-17,-0.499990046,0.499990046,0.4564098,0.367979661,-1.42E-05,-5.81E-05,0.000820339,-0.053084537,0.020764638,0.186968541,2176.623753,17.89989718,0.055375494
MALE,0,6,0.47872576,0.4171255,-2.517047,27.12410855,1333,2596.719923,3268.885253,40.5,0.25,1.17E-17,-0.499987173,0.499987173,0.43296963,0.354416769,-8.12E-05,0.001502987,0.000482822,-0.01867603,0.017229715,0.148839697,2224.440367,17.13039389,0.045309838
MALE,0,7,0.44047454,0.4506672,-1.7374682,24.08618426,906,2405.287829,4414.435983,28,-0.21,-1.45E-05,-0.5,0.499985504,0.2894115,0.367983537,-5.94E-05,0.002950724,0.001282239,-0.11713022,0.017449139,0.111056884,2056.877758,18.26466336,0.038439814
MALE,0,8,0.48215994,0.35219878,-3.4207406,23.3993578,2005,2385.19331,2133.508064,36,0.04,3.64E-18,-0.499989319,0.499989319,0.40478694,0.404215079,-5.21E-05,0.000972525,0.000325715,-0.019907909,0.017200038,0.124930869,2077.765282,17.12237286,0.033586489
MALE,0,9,0.39379007,0.5878579,-4.843549,21.73050404,5188,3329.291799,3967.656734,21.5,0.13,-9.73E-06,-0.5,0.499990272,0.39948437,0.510274801,5.33E-05,0.000358434,4.35E-05,-0.13821422,0.019650938,0.368697775,2886.751739,16.84941239,0.049708523
MALE,0,10,0.49610245,0.2804193,-1.5872661,20.10800648,1266,2272.496508,3088.729759,35,-0.03,-9.67E-06,-0.5,0.499990331,0.36969492,0.366748225,-7.53E-06,0.008205965,0.000780049,-0.026718019,0.016226687,0.122863673,2069.271536,17.80405378,0.031452894
MALE,0,11,0.4521029,0.38539943,-2.4157507,22.50140381,1823,2348.635591,3965.992977,25,0.17,1.47E-17,-0.499983823,0.499983823,0.4656808,0.490701303,0.000101846,0.00119058,0.000246396,-0.09871501,0.02150655,0.145508124,1985.802734,17.11368675,0.035475131
MALE,0,12,0.4255546,0.129842,-5.1640544,23.86891484,6737,2427.567881,3545.230944,21,-0.08,-8.82E-06,-0.5,0.499991176,0.3805052,0.461320702,0.000109414,0.002871879,0.000533374,-0.12458571,0.032284312,0.452275334,2295.521879,18.02981091,0.053487231
MALE,0,13,0.516236,0.18477812,-0.23956782,21.891366,737,2031.152174,3863.062329,22,0.05,-1.59E-05,-0.5,0.499984096,0.59026724,0.414538495,-0.000347432,0.002667796,-0.000997931,0.011982083,0.019104932,0.070774806,1910.927047,16.30938246,0.049888688
MALE,0,47,0.39615563,0.15786725,-7.6390014,20.8829571,505,2429.880884,3073.993835,3,-0.03,-1.56E-05,-0.5,0.499984376,0.4529369,0.51329444,4.12E-06,0.007240435,0.000141112,-0.40119925,0.018594595,0.10459643,2320.530276,19.20466739,0.033261371
MALE,0,14,0.42434946,0.101944566,-5.028782,22.43647671,4786,2604.903312,4602.64324,37,-0.36,-8.68E-06,-0.5,0.49999132,0.41371456,0.507016245,-2.67E-05,0.000503146,0.000442251,-0.10284733,0.022824803,0.20421569,2489.944674,18.48787041,0.031418178
MALE,0,15,0.38079658,0.42300382,-4.0654464,21.726125,949,2663.495548,3313.370402,27,-0.27,-1.21E-05,-0.5,0.499987905,0.40617275,0.481504358,0.000159093,0.002549986,0.000454204,-0.43077004,0.01885177,0.099852152,2255.23633,18.21245387,0.042807829
MALE,0,16,0.5301653,0.16566727,-1.7642679,22.94380522,583,2270.00866,4186.143475,6,0.38,-1.39E-05,-0.5,0.499986134,0.38622475,0.399444763,-9.07E-05,0.009392767,0.000643374,-0.022288444,0.016635342,0.084571739,2050.728162,17.88494297,0.028811314
MALE,0,17,0.45039248,0.31781358,-1.9713414,26.5633831,997,2270.155984,3340.990154,23,-0.14,8.69E-18,-0.499987262,0.499987262,0.4867862,0.523042683,-0.000246595,0.001748872,-0.000236337,-0.11514148,0.017321076,0.089216299,1945.768001,17.03297138,0.035281011
MALE,0,18,0.44657427,0.76636297,-4.3445115,21.33197236,2651,2331.694838,3509.75252,23,-0.18,2.37E-17,-0.499990523,0.499990523,0.40132412,0.496176243,-9.85E-05,-0.000816237,0.000976763,-0.06677567,0.014427837,0.112074905,1950.608623,16.77392494,0.037197692
MALE,0,19,0.4423693,0.58215445,-4.370345,20.36770153,706,2427.62786,3613.854074,22,0.35,-1.49E-05,-0.5,0.499985059,0.35501388,0.420769362,-1.19E-05,0.000683007,-4.49E-05,-0.05237406,0.010298703,0.03522865,1658.124917,17.63400076,0.033373014
MALE,0,20,0.41616434,0.55234164,-2.3958611,22.01568174,1157,2439.647667,3212.444236,26,0.17,-1.18E-05,-0.5,0.499988205,0.3487115,0.445997946,5.12E-05,0.001496096,0.001934565,-0.0653794,0.015885543,0.081687243,1811.163782,17.44234764,0.041530143
MALE,0,21,0.4544708,0.3227788,-4.197712,24.53303623,3243,2684.175183,4185.615978,13.5,0.46,-1.25E-05,-0.5,0.499987531,0.5785006,0.367217235,-1.01E-05,0.000185416,-9.76E-06,-0.06421366,0.040792566,0.392389512,2656.415513,17.28435187,0.03582472
MALE,0,22,0.4233438,0.3373316,-2.393724,25.99536848,1000,2095.856345,3649.77678,16,-0.22,-1.54E-05,-0.5,0.499984587,0.49059215,0.472424962,-1.55E-05,0.004675002,4.29E-05,-0.030449348,0.017427817,0.139352939,2014.572564,17.92845512,0.0442791
MALE,1,23,0.46050537,0.1443557,-3.459947,19.64443469,1247,2665.235833,7114.674594,31.5,-0.24,-9.63E-06,-0.5,0.499990367,0.3324866,0.349168237,4.62E-06,0.003486428,0.000331458,-0.14557411,0.015386654,0.060662557,2178.134243,17.63262274,0.023723572
MALE,1,60,0.43847528,0.5021517,-3.1124024,22.46982956,1863,2774.282888,6640.723511,3,0.33,-1.17E-05,-0.5,0.499988277,0.37707207,0.342939902,8.46E-05,0.001653943,0.001056048,-0.18717797,0.02968463,0.1569263,2534.19433,16.73209039,0.0489905
MALE,1,26,0.46775723,0.47280002,-3.7406955,22.43647051,4077,2362.086878,4286.531984,16,-0.33,-9.70E-06,-0.5,0.499990301,0.44283685,0.437262513,5.19E-06,0.001600928,0.000953289,-0.12370547,0.025663154,0.211002876,2315.058224,16.85121971,0.06145899
MALE,1,68,0.43235195,0.06026788,-1.7707334,24.49699497,1107,2234.399031,3722.356293,20,-0.31,-5.35E-18,-0.499985228,0.499985228,0.4046161,0.416512337,0.000144401,0.003997162,0.00108952,-0.10172218,0.023728125,0.149657222,2076.291551,17.19154512,0.04345785
MALE,1,83,0.47895104,0.44563156,-8.274992,20.36776662,5253,3673.399429,6811.542776,18.5,-0.16,-8.13E-06,-0.5,0.499991872,0.49655184,0.427746907,5.85E-05,0.000176075,0.000205676,-0.33970502,0.014421302,0.067436326,2995.723177,15.33735833,0.035378787
MALE,1,84,0.43399316,0.15866312,-4.7082114,22.16630435,4734,2632.106035,5149.705289,4,-0.33,-1.06E-17,-0.499987801,0.499987801,0.5414607,0.415554382,0.000163631,0.001700641,0.000932029,-0.38458392,0.053970825,0.403279143,2504.479868,16.42131058,0.060612379
MALE,1,70,0.41771606,0.1413901,-5.257118,23.11911225,2839,2564.834575,3743.328861,3,-0.29,5.81E-18,-0.499991829,0.499991829,0.50059843,0.465488099,-3.96E-05,0.000647977,1.18E-05,-0.27669016,0.013197758,0.07762724,2024.733793,16.83741365,0.046442542
MALE,1,34,0.43145344,0.6023686,-3.4368582,26.26118422,1844,2814.610498,4231.056303,18,0.05,-7.37E-06,-0.5,0.499992632,0.33469272,0.385525431,9.67E-05,0.002898268,0.000581436,-0.017889371,0.018154757,0.069328978,2310.138758,17.95339931,0.025737965
MALE,1,63,0.41905615,0.21520765,-2.2105474,21.59822845,3288,2505.050116,6435.711855,15,-0.44,1.93E-17,-0.499989834,0.499989834,0.39333263,0.363629576,0.000104708,0.002562235,0.00118447,-0.043945264,0.027318554,0.188652282,2308.619717,16.75090347,0.06375305
MALE,1,64,0.40846947,0.8404351,-3.7359903,21.22253132,1524,2451.28608,6430.556533,21,-0.11,-8.19E-06,-0.5,0.499991811,0.29065502,0.367275458,3.86E-05,0.004534287,0.00017962,-0.0572083,0.01174878,0.051221183,1890.069067,18.80045137,0.029639242
MALE,1,85,0.5181319,0.7635814,-7.0682898,23.64202785,2043,3317.175659,7374.417638,30,-0.11,-2.34E-18,-0.499989714,0.499989714,0.5512764,0.375505827,3.70E-05,0.000132702,0.000276132,-0.006455072,0.011668513,0.048549055,2666.864512,16.3568604,0.019424682
MALE,1,38,0.5181217,0.043850463,-7.4415407,22.05394959,6744,3328.950665,6360.083467,28,0.21,-1.00E-05,-0.5,0.499989959,0.5720239,0.350928545,9.97E-05,2.36E-05,0.000435457,-0.059121963,0.025337622,0.274943972,2800.846166,14.95987816,0.039631819
MALE,1,42,0.45932958,0.6800528,-6.092356,23.39847302,3759,2773.101186,4370.263965,20,-0.33,-5.91E-18,-0.499987875,0.499987875,0.4889485,0.458798207,0.000171235,0.000938439,0.000522823,-0.042001724,0.01838493,0.137799708,2466.230417,16.54586136,0.023754157
MALE,1,86,0.5344729,0.03050098,-3.8923235,24.72252703,2572,3343.513716,7127.929777,39,0.07,2.83E-18,-0.499991529,0.499991529,0.46447447,0.477132894,9.67E-05,0.000907544,0.000429858,-0.030298866,0.018957077,0.10045067,2536.913175,16.31302358,0.023254693
MALE,1,71,0.4490248,0.55132747,-2.2325664,22.83172631,2838,3125.76016,7256.758465,11,-0.23,-1.01E-05,-0.5,0.499989909,0.4456141,0.385843124,-0.000126405,0.000883459,-0.000638203,-0.18117322,0.035511035,0.114937279,2556.329734,15.72122298,0.069759436
MALE,1,54,0.45342278,0.74231786,-4.5346804,22.37233567,4859,2754.062697,7473.45894,25,0.14,-7.86E-06,-0.5,0.499992136,0.42045146,0.504254889,8.07E-05,0.0013253,0.000351979,-0.15179808,0.02168374,0.165203092,2222.133725,16.62559294,0.05384516
MALE,1,72,0.40687466,0.365926,-2.329806,23.59667301,1295,2572.943038,6002.91995,23,-0.3,-8.11E-06,-0.5,0.49999189,0.27788845,0.289698552,5.41E-05,0.004602366,0.000709803,-0.16242357,0.016684322,0.067246908,1961.143398,18.73811182,0.044077624
MALE,1,73,0.42248395,0.041934937,-2.7831874,22.94357967,2302,2572.705856,4954.242123,24,0.31,-1.24E-18,-0.499989112,0.499989112,0.51899195,0.330936618,7.02E-05,0.002815075,0.000242742,-0.20309158,0.025572037,0.151730399,2377.209456,16.59594279,0.06097558
MALE,1,55,0.4417761,0.17260568,-5.601998,22.99982524,3857,2762.478589,5880.246157,48,-0.01,-8.74E-06,-0.5,0.499991261,0.4667317,0.459467966,3.19E-05,0.000693885,0.000317549,-0.11242055,0.01802443,0.113698743,2883.20029,16.94999205,0.031375223
MALE,1,87,0.45344982,0.2229375,-5.800479,20.89143229,3926,2753.087791,7655.418691,24,-0.31,-9.57E-06,-0.5,0.499990432,0.34235808,0.374964572,8.39E-06,0.000279444,0.000568624,-0.31059694,0.018778142,0.128884646,2256.928035,16.81070629,0.055462188
MALE,1,74,0.39414907,0.84560335,-1.3634002,26.37544465,1067,2136.756017,4790.967883,3,0.36,9.45E-18,-0.499990498,0.499990498,0.31612244,0.386520427,0.000204261,0.017614773,0.000961706,-0.06891992,0.01777758,0.097883731,1962.761611,19.65116842,0.047477458
MALE,1,88,0.48532918,0.81331986,-1.3217816,21.85109234,4484,2443.234174,5552.690274,4,0.06,-1.06E-05,-0.5,0.499989421,0.37425083,0.532627806,0.000305265,0.016625147,0.000229574,-0.014726129,0.043524213,0.446105553,2227.6856,17.89658834,0.054761908
MALE,1,89,0.48170617,0.5625043,-2.5894394,24.92261839,2257,2201.445608,2996.463525,46,0.48,-8.32E-06,-0.5,0.499991679,0.39800096,0.360580131,4.48E-05,0.003218189,0.000499908,-0.17517723,0.015372612,0.093964638,2050.95071,17.52606266,0.039612641
MALE,1,59,0.4561131,0.4354719,-4.6609626,20.00632215,1508,2747.280849,3881.072551,21.5,0.33,3.73E-19,-0.499989848,0.499989848,0.39084706,0.396530554,-6.04E-06,0.001276655,0.000320677,-0.15291677,0.014134056,0.049473248,1966.036356,16.88571547,0.038521575
CHILD,0,0,0.3264829,0.032002095,-8.630077,25.4288578,555,2346.660699,3122.126816,12,0.45,-2.11E-05,-0.5,0.499978935,0.27250594,0.370870499,8.60E-05,0.003728693,-5.18E-05,0.002895602,0.013601769,0.106413658,2325.458725,19.30787271,0.022290396
CHILD,0,1,0.34898782,0.25761005,-5.509465,25.62609935,3830,3012.52381,3437.908438,26,0.16,-1.24E-05,-0.5,0.499987618,0.4320743,0.595415531,0.000105241,0.005671089,0.000270422,-0.0349,0.052104536,0.424669402,3086.562462,17.71008121,0.034170411
CHILD,0,2,0.4093726,0.20090124,-8.953025,21.23295355,4198,3342.39503,2508.710945,17.5,0.09,6.44E-18,-0.499985832,0.499985832,0.4065223,0.713624186,-4.32E-06,0.00033859,0.000231308,-0.018141082,0.024519302,0.306713629,3058.354228,16.81070022,0.022478277
CHILD,0,3,0.39903763,0.060571704,-2.622922,23.38485718,1245,2871.857763,3613.016867,11,-0.01,4.10E-18,-0.499981981,0.499981981,0.34405756,0.507806469,-0.000122901,0.005071955,0.000298961,-0.016358932,0.043405384,0.310022457,2634.425469,16.97222395,0.044943947
CHILD,0,4,0.3042478,0.05050197,-10.154966,24.69495308,699,2947.398635,2911.068207,18,-0.42,-2.43E-05,-0.5,0.499975657,0.2545957,0.329757263,0.000149751,0.012746777,0.00021323,-0.002719578,0.043898955,0.271818534,2888.430564,19.65367986,0.028444378
CHILD,0,5,0.35525128,0.794703,-7.8685765,20.01595235,2007,2793.95452,3973.653204,5,-0.28,-1.52E-05,-0.5,0.499984844,0.31542686,0.49966507,-0.000279102,0.002914741,0.000353273,-0.018028561,0.017801506,0.179641749,2373.611148,17.77715546,0.027020516
CHILD,0,6,0.3061992,0.17682949,-7.59675,25.1569078,1064,3231.782234,2831.51632,15,-0.24,9.35E-18,-0.499979448,0.499979448,0.26376513,0.3788657,6.20E-05,0.005131874,0.000370651,0.046258856,0.036835503,0.256837129,2850.149989,18.17828191,0.021811735
CHILD,0,7,0.36454326,0.11050037,-9.31106,21.79609609,853,3424.241835,4080.654341,12.5,-0.32,-3.00E-18,-0.499973616,0.499973616,0.25775558,0.372391382,9.43E-05,0.001308645,0.000175908,-0.008525993,0.028895732,0.246045387,3180.648804,18.11927482,0.011247418
CHILD,0,8,0.35721996,0.12465303,-7.0580482,21.94401097,1527,2972.290177,3705.111182,14.5,-0.08,-2.15E-05,-0.5,0.499978459,0.33010304,0.437457496,0.000124127,0.001602701,-2.05E-05,-0.030423658,0.032490633,0.255583286,2813.734547,17.29406467,0.033462927
CHILD,0,9,0.38764805,0.041691706,-9.396207,23.1366986,3663,3412.780403,3301.998561,4,-0.06,-1.94E-05,-0.5,0.499980641,0.29417914,0.525117337,-2.62E-06,0.000878971,0.000175135,-0.009494855,0.10410738,0.509859298,3295.603097,16.94185147,0.030326224
CHILD,0,10,0.2585351,0.039106146,-9.913084,29.55748796,844,2763.683807,3545.347642,5,0.3,-2.12E-05,-0.5,0.499978751,0.23212753,0.296297453,0.000133609,0.017186265,9.72E-05,-0.02162481,0.038343128,0.306191104,2847.976902,19.9001347,0.024186448
CHILD,0,11,0.3553018,0.42365396,-6.7048254,26.5546546,882,2686.152271,3759.20587,16,0.24,-2.49E-05,-0.5,0.499975052,0.2959298,0.447527186,-0.000274169,0.003492232,0.000180694,0.047198597,0.036206268,0.336522302,2521.943137,18.05479537,0.038817627
CHILD,0,12,0.35988972,0.040380467,-7.6404924,23.23379588,3216,2983.248024,3977.24858,7,0.45,-9.61E-18,-0.499981216,0.499981216,0.30194002,0.491432854,0.000132975,0.003026363,0.000168834,0.003683199,0.07098023,0.541351255,2943.587698,17.17654592,0.060657454
CHILD,0,13,0.2795265,0.10832537,-11.701136,25.8968997,547,2160.503641,3426.085202,,-0.31,1.42E-17,-0.499968807,0.499968807,0.24975133,0.321390706,-3.59E-05,0.009014114,0.000126859,0.06383673,0.015893046,0.135840931,2203.967583,19.45295857,0.033593029
CHILD,0,47,0.28118715,0.08565864,-6.526062,26.76093197,310,2704.248636,4798.018816,7,-0.43,0,-0.499969383,0.499969383,0.21968621,0.252989484,-4.15E-05,0.004955425,0.000288196,-0.021050895,0.024867712,0.147900446,2471.463462,18.90752704,0.021660822
CHILD,0,14,0.37373722,0.12892653,-8.5105095,22.30094767,2613,3371.575207,4011.611496,12.5,-0.28,-1.87E-17,-0.499983522,0.499983522,0.33559942,0.531497695,0.000105421,0.000508536,0.000269907,-0.031685993,0.044342436,0.322216356,3100.940296,17.30391671,0.023760804
CHILD,0,15,0.40794477,0.108662575,-6.3763375,23.11512399,912,3622.272942,4532.950833,22,-0.34,5.75E-18,-0.499983133,0.499983133,0.3397425,0.537025289,5.64E-05,-4.24E-05,0.000336482,-0.002277444,0.020523539,0.15703465,3139.758987,16.45976334,0.014745603
CHILD,0,16,0.2702677,0.065307796,-11.3556795,25.53199291,224,2595.4994,4054.713909,,-0.47,-8.58E-18,-0.49996225,0.49996225,0.25924632,0.374912088,0.000105152,0.00390408,0.000155188,-0.300469,0.023523342,0.172425989,2459.597599,19.55498884,0.034374061
CHILD,0,17,0.4283199,0.1371881,-7.2912707,24.41864347,1143,3603.324517,4611.352651,15.5,-0.5,-1.67E-05,-0.5,0.499983293,0.3177256,0.46263166,5.64E-05,-0.000545861,0.000210345,-0.026959045,0.017693104,0.094777602,2880.863392,16.69697388,0.011782014
CHILD,0,18,0.34360695,0.5396049,-8.229952,18.72439158,1865,2799.111718,3829.964718,20.5,-0.2,-1.83E-05,-0.5,0.499981736,0.26764885,0.351745747,0.000356056,0.006111579,0.000124138,0.011667716,0.022112954,0.163214851,2627.172472,17.10316995,0.029780427
CHILD,0,19,0.34389296,0.20358787,-7.283444,21.35830617,862,3392.319231,3708.39559,9,-0.06,1.36E-17,-0.499976148,0.499976148,0.32869935,0.485781011,0.000132282,0.000802745,0.000270826,-0.003138005,0.022993626,0.145757275,3120.405531,16.70125325,0.023869807
CHILD,0,20,0.3668838,0.25058973,-6.3806186,20.64053452,1089,3361.791851,2637.201619,16,0.24,1.60E-17,-0.499982451,0.499982451,0.33153012,0.520504031,0.000155886,0.001940524,0.000273664,-0.10624182,0.040589284,0.251901462,3057.404403,16.66190507,0.035403744
CHILD,0,21,0.3677008,0.24221237,-9.179126,23.66304159,3425,2939.944469,3751.308542,4,-0.25,-1.63E-05,-0.5,0.499983671,0.43276885,0.656447435,7.87E-05,0.002740615,0.000223151,-0.04170833,0.05076009,0.372774675,2899.424376,18.3107804,0.034686529
